Product Name,Original Price,Discounted Price,Discount Percentage,Customer Rating (out of 5),Number of Reviews,Product URL,Category
Hf Bluetooth FM Rechargeable Portable Speaker - Black,,"UGX 28,800",,3.6,22.0,https://www.jumia.ug/hf-bluetooth-fm-rechargeable-portable-speaker-black-19275672.html,bluetooth speaker
Jbl PartyBox Encore Essential Portable Bluetooth Speaker - Black,"UGX 3,020,000","UGX 1,600,000",47%,,,https://www.jumia.ug/jbl-partybox-encore-essential-portable-bluetooth-speaker-black-217231614.html,bluetooth speaker
Jbl Flip 6 Waterproof Portable Wireless Bluetooth Speaker - Black.,"UGX 500,000","UGX 370,000",26%,4.5,12.0,https://www.jumia.ug/generic-jbl-flip-6-waterproof-portable-wireless-bluetooth-speaker-black.-142956755.html,bluetooth speaker
"Oraimo Soundview Portable Wireless Speaker, Black","UGX 95,000","UGX 70,000",26%,,19.0,https://www.jumia.ug/soundview-portable-wireless-speaker-black-oraimo-mpg111784.html,bluetooth speaker
Hopestar Party Lighting Wireless Bluetooth Speaker – Multicolour,"UGX 487,000","UGX 460,000",6%,,,https://www.jumia.ug/hopestar-party-lighting-wireless-bluetooth-speaker-multicolour-129294725.html,bluetooth speaker
Bluetooth Wireless Speaker With Solar Panel And Torch-Black,"UGX 100,000","UGX 49,900",50%,,,https://www.jumia.ug/generic-bluetooth-wireless-speaker-with-solar-panel-and-torch-black-24107840.html,bluetooth speaker
BoomBest Powerful Bluetooth Wireless Speaker With Radio-Black,"UGX 56,900","UGX 56,500",1%,3.6,17.0,https://www.jumia.ug/boombest-powerful-bluetooth-wireless-speaker-with-radio-black-73612152.html,bluetooth speaker
Other Party Bass Bluetooth Speaker -Multi Colour,"UGX 80,000","UGX 78,000",3%,3.4,27.0,https://www.jumia.ug/other-party-bass-bluetooth-speaker-multi-colour-12560384.html,bluetooth speaker
"Hf Rechargeable FM/SD/USB Bluetooth Portable Speaker -Black, Color May Vary","UGX 43,000","UGX 35,000",19%,3.4,19.0,https://www.jumia.ug/bluetooth-fmsdusb-portable-rechargeable-speaker-blackcolor-may-vary-hf-mpg61069.html,bluetooth speaker
"HAINOTEKO S59 Portable Bluetooth Speaker, Clear Audio With Powerful Bass, Bluetooth Connectivity, IPX Rating, AUX, USB, & TF Card Input Mode, Long-Lasting Battery Life -Multicolor",,"UGX 198,450",,1.0,1.0,https://www.jumia.ug/s59-portable-bluetooth-speaker-clear-audio-with-powerful-bass-bluetooth-connectivity-ipx-rating-aux-usb-tf-card-input-mode-long-lasting-battery-life-multicolor-hainoteko-mpg5606835.html,bluetooth speaker
Mini Speaker M3 Compatible With All Phone Models,"UGX 120,000","UGX 85,000",29%,,,https://www.jumia.ug/generic-mini-speaker-m3-compatible-with-all-phone-models-215434936.html,bluetooth speaker
12 Inch Rechargeable Trolley Speaker With Microphone And Remote Control Good For Parties And Other Public Speaking - Multiplecolor,"UGX 540,000","UGX 499,800",7%,,,https://www.jumia.ug/generic-12-inch-rechargeable-trolley-speaker-with-microphone-and-remote-control-good-for-parties-and-other-public-speaking-multiplecolor-241974508.html,bluetooth speaker
Oraimo Boom Powerful Sound Massive Bass Dynamic Light Effects Portable Wireless Speaker - Black,,"UGX 398,000",,,18.0,https://www.jumia.ug/boom-powerful-sound-massive-bass-dynamic-light-effects-portable-wireless-speaker-black-oraimo-mpg111768.html,bluetooth speaker
M3 Mini Speaker. Multcolour,"UGX 80,000","UGX 65,500",18%,,,https://www.jumia.ug/generic-m3-mini-speaker.-multcolour-253700156.html,bluetooth speaker
Sony Xe200 Portable Wireless Speaker - Black,,"UGX 899,000",,,,https://www.jumia.ug/sony-xe200-portable-wireless-speaker-black-87421257.html,bluetooth speaker
Wster Mini Bass 2519 Bluetooth Speaker - Black,"UGX 75,006","UGX 45,000",40%,4.3,117.0,https://www.jumia.ug/mini-bass-2519-bluetooth-speaker-black-wster-mpg851310.html,bluetooth speaker
Other Super Bass Oval BlueTooth Speaker- Multi Color,"UGX 50,018","UGX 34,992",30%,3.8,22.0,https://www.jumia.ug/super-bass-oval-bluetooth-speaker-black-other-mpg62555.html,bluetooth speaker
Portable Wireless Speaker Designed With A Phone Stand-Multicolour,"UGX 68,000","UGX 65,000",4%,,,https://www.jumia.ug/generic-portable-wireless-speaker-designed-with-a-phone-stand-multicolour-214874122.html,bluetooth speaker
Other Party Reachable Bluetooth Speaker With In-built Fm Radio - Black,"UGX 69,012","UGX 43,000",38%,4.0,66.0,https://www.jumia.ug/party-reachable-bluetooth-speaker-with-in-built-fm-radio-black-generic-mpg251053.html,bluetooth speaker
Wireless Portable  Bluetooth Speaker Designed Like A  Car Tyre - Multicolor,"UGX 65,000","UGX 59,000",9%,,,https://www.jumia.ug/generic-wireless-portable-bluetooth-speaker-designed-like-a-car-tyre-multicolor-243249066.html,bluetooth speaker
Jbl FLIP 5 Waterproof Portable Wireless Bluetooth Speaker - blue,"UGX 414,000 - UGX 449,996","UGX 380,000",16%,4.2,9.0,https://www.jumia.ug/flip-5-portable-waterproof-speaker-black-jbl-mpg851307.html,bluetooth speaker
Bluetooth Speaker With Radio And 15 Hours Of Music Play Time-Multicolours,"UGX 54,800","UGX 54,500",1%,4.0,3.0,https://www.jumia.ug/generic-bluetooth-speaker-with-radio-and-15-hours-of-music-play-time-multicolours-169464389.html,bluetooth speaker
Powerful Bluetooth Speaker Designed With Very Clear Sound And A Phone Stand At The Top-Multicolours,"UGX 100,000","UGX 99,000",1%,,,https://www.jumia.ug/generic-powerful-bluetooth-speaker-designed-with-very-clear-sound-and-a-phone-stand-at-the-top-multicolours-236869718.html,bluetooth speaker
10 Inch Rechargeable Party Speaker Woofer With 1 Microphone And Remote Control Good For Public Speaking - Multiplecolor,"UGX 600,000","UGX 500,000",17%,5.0,1.0,https://www.jumia.ug/generic-10-inch-rechargeable-party-speaker-woofer-with-1-microphone-and-remote-control-good-for-public-speaking-multiplecolor-241974152.html,bluetooth speaker
Wster Bluetooth Speaker With Extra Hours Of Play Time-Black,"UGX 150,000","UGX 99,000",34%,3.7,3.0,https://www.jumia.ug/bluetooth-speaker-with-extra-hours-of-play-time-black-wster-mpg107064.html,bluetooth speaker
Hisense Party Speaker With 2 Microphones  5 Dj Effects Karaoke Mode 5 Dj Effects And 15 Hours of Play Time-Black,"UGX 1,450,000","UGX 1,399,999",3%,,,https://www.jumia.ug/hisense-party-speaker-with-2-microphones-5-dj-effects-karaoke-mode-5-dj-effects-and-15-hours-of-play-time-black-244814607.html,bluetooth speaker
Jbl GO 2 Portable Waterproof Bluetooth Speaker - green,"UGX 200,000","UGX 125,000",38%,4.7,3.0,https://www.jumia.ug/jbl-go-2-portable-waterproof-bluetooth-speaker-green-111076546.html,bluetooth speaker
Jbl Charge 5  Waterproof Wireless Bluetooth Speaker - Black,"UGX 720,000","UGX 660,000",8%,4.3,28.0,https://www.jumia.ug/charge-5-portable-waterproof-wireless-bluetooth-speaker-black-jbl-mpg349812.html,bluetooth speaker
Portable Wireless Speaker With 4 Cables Power Bank Of 10000mAh-Multicolours,"UGX 105,000","UGX 99,999",5%,,,https://www.jumia.ug/generic-portable-wireless-speaker-with-4-cables-power-bank-of-10000mah-multicolours-169463231.html,bluetooth speaker
New Rixing Wireless Speaker NR-5017 Bluetooth Soundbar X-Bass - Black Grey,"UGX 89,000","UGX 78,000",12%,3.9,100.0,https://www.jumia.ug/bluetooth-fmusb-soundbar-speaker-black-new-rixing-mpg733421.html,bluetooth speaker
Jbl Flip 5 Waterproof Bluetooth Speaker - Red,"UGX 400,000","UGX 380,000",5%,2.7,3.0,https://www.jumia.ug/jbl-flip-5-waterproof-bluetooth-speaker-red-109745724.html,bluetooth speaker
Universal Speaker Portable Non-Slip Lanyard With Hook For JBL Xtreme 1 / 2 / 3(Orange),"UGX 37,999","UGX 25,280",33%,3.0,2.0,https://www.jumia.ug/universal-speaker-portable-non-slip-lanyard-with-hook-for-jbl-xtreme-1-2-3orange-generic-mpg850966.html,bluetooth speaker
Wster Mini Bass Bluetooth Speaker Sound Bar - Black,"UGX 150,000","UGX 83,600",44%,,,https://www.jumia.ug/wster-mini-bass-bluetooth-speaker-sound-bar-black-129203489.html,bluetooth speaker
New Rixing Bluetooth Wireless Speaker Sound Bar Home Theatre-Multicolor,"UGX 99,995","UGX 89,999",10%,4.3,33.0,https://www.jumia.ug/bluetooth-wireless-speaker-sound-bar-home-theatre-black-new-rixing-mpg106998.html,bluetooth speaker
Zealot Quality Wireless Water ProofBluetooth  Speaker Subwoofer  With Base Stereo Speaker For Parties,"UGX 550,000","UGX 500,000",9%,,,https://www.jumia.ug/zealot-quality-wireless-water-proofbluetooth-speaker-subwoofer-with-base-stereo-speaker-for-parties-128174958.html,bluetooth speaker
Hf Rechargeable Solar FM/SD Bluetooth Speaker With Solar Panel - Black,,"UGX 40,000",,4.2,10.0,https://www.jumia.ug/rechargeable-solar-fmsd-bluetooth-speaker-with-solar-panel-black-hf-mpg251547.html,bluetooth speaker
Jbl Clip 4 Speaker Portable Water -Multicolor,"UGX 250,000","UGX 230,000",8%,4.5,4.0,https://www.jumia.ug/jbl-clip-4-speaker-portable-water-multicolor-113709698.html,bluetooth speaker
Jbl CLIP 4 - Waterproof Portable Bluetooth Speaker Multicolor,"UGX 300,000","UGX 230,000",23%,,32.0,https://www.jumia.ug/clip-4-waterproof-portable-bluetooth-speaker-black-jbl-mpg55757.html,bluetooth speaker
CTC 3.1 CH 20000watts AC/DC/FM/BT/USD/SD Card/ AUX Input Sub Woofer System/Speaker  – Black,"UGX 170,000","UGX 116,700",31%,3.0,1.0,https://www.jumia.ug/ctc-3.1-ch-20000watts-acdcfmbtusdsd-card-aux-input-sub-woofer-systemspeaker-black-230555347.html,bluetooth speaker
HAINOTEKO S84 Portable Bluetooth Wireless Speaker With Power Bank Function With Carrying Strap Supports FM Radio And With USB And Memory Card Slot Elegant-Multicolor,,"UGX 241,500",,,,https://www.jumia.ug/s84-portable-bluetooth-wireless-speaker-with-power-bank-function-with-carrying-strap-supports-fm-radio-and-with-usb-and-memory-card-slot-elegant-multicolor-hainoteko-mpg5621081.html,bluetooth speaker
CTC 3.1 CH 20000watts AC/DC/FM/BT/USD/SD Card/ AUX Input Sub Woofer System/Speaker – Black,"UGX 170,000","UGX 116,700",31%,5.0,1.0,https://www.jumia.ug/ctc-3.1-ch-20000watts-acdcfmbtusdsd-card-aux-input-sub-woofer-systemspeaker-black-230556044.html,bluetooth speaker
Rechargeable Bluetooth Speaker With Extra Bass And Radio Plus Solar Panel-Black/Red,"UGX 75,000","UGX 65,000",13%,5.0,1.0,https://www.jumia.ug/generic-rechargeable-bluetooth-speaker-with-extra-bass-and-radio-plus-solar-panel-blackred-99076502.html,bluetooth speaker
Large Bluetooth Wireless Speaker Like Handbag/Color Varies -Multicolour,"UGX 120,002","UGX 99,509",17%,3.2,6.0,https://www.jumia.ug/generic-large-bluetooth-wireless-speaker-like-handbagcolor-varies-multicolour-22821030.html,bluetooth speaker
"USB Computer Phone, Laptop Speakers - Green","UGX 33,000","UGX 32,000",3%,3.7,15.0,https://www.jumia.ug/usb-computer-phone-laptop-speakers-green-generic-mpg67984.html,bluetooth speaker
Bluetooth  Wireless Speaker Designed Like A Handbag Designs Vary-Multicolours,"UGX 85,000","UGX 75,000",12%,,,https://www.jumia.ug/generic-bluetooth-wireless-speaker-designed-like-a-handbag-designs-vary-multicolours-214874301.html,bluetooth speaker
"Hf Rechargeable FM/SD/USB Bluetooth Radio Speaker - Black, Color May Vary",,"UGX 29,000",,3.8,12.0,https://www.jumia.ug/rechargeable-fmsdusb-bluetooth-radio-speaker-black-color-may-vary-hf-mpg67488.html,bluetooth speaker
Bluetooth Wireless Speaker With Solar Panel And Torch-Black,"UGX 100,000","UGX 49,900",50%,,,https://www.jumia.ug/generic-bluetooth-wireless-speaker-with-solar-panel-and-torch-black-24107840.html,bluetooth speaker
New Rixing Bluetooth Wireless Speaker With Microphone-Black,"UGX 105,000","UGX 95,000",10%,5.0,2.0,https://www.jumia.ug/new-rixing-bluetooth-wireless-speaker-with-microphone-black-53790435.html,bluetooth speaker
Rechargeable Speaker With Microphone For Street Preaching-Black,"UGX 305,000","UGX 299,999",2%,5.0,2.0,https://www.jumia.ug/generic-rechargeable-speaker-with-microphone-for-street-preaching-black-230896754.html,bluetooth speaker
8 Inch Triple Rechargeable Party Speaker Subwoofer With Microphone And Remote Control For Extra Bass And Clear Sound Good For Public Speaking Music - Multiplecolor,"UGX 650,000","UGX 550,000",15%,,,https://www.jumia.ug/generic-8-inch-triple-rechargeable-party-speaker-subwoofer-with-microphone-and-remote-control-for-extra-bass-and-clear-sound-good-for-public-speaking-music-multiplecolor-241975365.html,bluetooth speaker
BoomBest Powerful Bluetooth Wireless Speaker With Radio-Black,"UGX 56,900","UGX 56,500",1%,3.6,17.0,https://www.jumia.ug/boombest-powerful-bluetooth-wireless-speaker-with-radio-black-73612152.html,bluetooth speaker
Hopestar Party Lighting Wireless Bluetooth Speaker – Multicolour,"UGX 487,000","UGX 460,000",6%,,,https://www.jumia.ug/hopestar-party-lighting-wireless-bluetooth-speaker-multicolour-129294725.html,bluetooth speaker
Newrixing Wireless Speaker Bluetooth Soundbar X-Bass - Black Grey,"UGX 150,000","UGX 104,500",30%,,,https://www.jumia.ug/newrixing-wireless-speaker-bluetooth-soundbar-x-bass-black-grey-130943762.html,bluetooth speaker
Portable Wireless Speaker With Rocking Heavy Bass And Very Clear Sound And Upto 15 Hours Of Play Time High Volume Speaker-Multicolours,"UGX 850,000","UGX 799,000",6%,,,https://www.jumia.ug/generic-portable-wireless-speaker-with-rocking-heavy-bass-and-very-clear-sound-and-upto-15-hours-of-play-time-high-volume-speaker-multicolours-239501113.html,bluetooth speaker
Portable Wirewless Speaker With Super Bass And Good Sound-Multicolour,"UGX 105,000","UGX 100,000",5%,,,https://www.jumia.ug/generic-portable-wirewless-speaker-with-super-bass-and-good-sound-multicolour-246868732.html,bluetooth speaker
Jbl GO 2 Portable Waterproof Bluetooth Speaker - Black,"UGX 200,000","UGX 125,000",38%,5.0,2.0,https://www.jumia.ug/jbl-go-2-portable-waterproof-bluetooth-speaker-black-111076591.html,bluetooth speaker
Bluetooth Wireless Speaker With A Boom Base Sound-Multicolour,"UGX 100,000","UGX 99,999",1%,3.1,7.0,https://www.jumia.ug/generic-bluetooth-wireless-speaker-with-a-boom-base-sound-multicolour-73485935.html,bluetooth speaker
Portable Bluetooth Wireless Speaker 10w Power Led Lights,"UGX 100,177","UGX 51,975",48%,3.3,3.0,https://www.jumia.ug/generic-portable-bluetooth-wireless-speaker-10w-power-led-lights-224718766.html,bluetooth speaker
"Jbl Original Xtreme 3 Harman Kardon Portable Bluetooth Super Bass Speaker - Camouflage,  Black Or Blue","UGX 1,200,000","UGX 1,085,000",10%,5.0,1.0,https://www.jumia.ug/jbl-original-xtreme-3-harman-kardon-portable-bluetooth-super-bass-speaker-camouflage-black-or-blue-98958474.html,bluetooth speaker
Portable Party Bluetooth Speaker - Multiplecolor,"UGX 600,000","UGX 500,000",17%,,,https://www.jumia.ug/generic-portable-party-bluetooth-speaker-multiplecolor-241975361.html,bluetooth speaker
Wster Bluetooth Speaker With Extra Hours Of Play Time-Black,"UGX 150,000","UGX 99,000",34%,3.7,3.0,https://www.jumia.ug/bluetooth-speaker-with-extra-hours-of-play-time-black-wster-mpg107064.html,bluetooth speaker
"Rechargeable Bluetooth Speaker With FM Radio, SD Card,And Flash-Black",,"UGX 54,000",,4.0,6.0,https://www.jumia.ug/generic-rechargeable-bluetooth-speaker-with-fm-radio-sd-cardand-flash-black-36639490.html,bluetooth speaker
HAINOTEKO S65 Portable Bluetooth Speaker With Power Bank Function With Carrying Strap Supports FM Radio And With USB And Memory Card Slot Elegant-Multicolor,,"UGX 210,000",,,,https://www.jumia.ug/s65-portable-bluetooth-speaker-with-power-bank-function-with-carrying-strap-supports-fm-radio-and-with-usb-and-memory-card-slot-elegant-multicolor-hainoteko-mpg5720182.html,bluetooth speaker
Wk-D31Bluetooth Speaker - Muliticolour,"UGX 399,000","UGX 199,000",50%,,,https://www.jumia.ug/generic-wk-d31bluetooth-speaker-muliticolour-87319829.html,bluetooth speaker
High Definition Light Luxury Professional Karaoke Audio Wireless Portable Speaker With Microphone-Black,"UGX 155,000","UGX 150,000",3%,5.0,1.0,https://www.jumia.ug/generic-high-definition-light-luxury-professional-karaoke-audio-wireless-portable-speaker-with-microphone-black-239576803.html,bluetooth speaker
Boom Best Extra Bass Wireless Speaker Bluetooth With Clear Sound- Multicolours,"UGX 65,000","UGX 59,900",8%,5.0,1.0,https://www.jumia.ug/generic-boom-best-extra-bass-wireless-speaker-bluetooth-with-clear-sound-multicolours-241975368.html,bluetooth speaker
Mini Speaker Portable Bluetooth Tf Fm Speaker - Color May Vary,"UGX 35,000","UGX 32,000",9%,4.2,89.0,https://www.jumia.ug/136-portable-bluetooth-tf-fm-speaker-colour-may-vary-mini-speaker-mpg251564.html,bluetooth speaker
Hf Bluetooth FM Rechargeable Portable Speaker - Black,"UGX 50,000","UGX 46,550",7%,,,https://www.jumia.ug/generic-hf-bluetooth-fm-rechargeable-portable-speaker-black-129204583.html,bluetooth speaker
Hf Bluetooth FM Rechargeable Portable Speaker - Black,,"UGX 28,800",,3.6,22.0,https://www.jumia.ug/hf-bluetooth-fm-rechargeable-portable-speaker-black-19275672.html,bluetooth speaker
XIAOMI Mi Smart Speaker - Grey,,"UGX 299,000",,5.0,1.0,https://www.jumia.ug/xiaomi-mi-smart-speaker-grey-87319824.html,bluetooth speaker
Harman Kardon Onyx Studio 8 Portable Bluetooth Speaker -Blue,"UGX 1,000,000","UGX 805,000",20%,5.0,3.0,https://www.jumia.ug/onyx-studio-8-portable-bluetooth-speaker-black-harman-kardon-mpg621074.html,bluetooth speaker
"Djack Multimedia Bluetooth FM  Woofers - Black,Red","UGX 215,000","UGX 168,000",22%,,,https://www.jumia.ug/djack-multimedia-bluetooth-fm-woofers-blackred-3025151.html,bluetooth speaker
Jbl Partybox On The Go Bluetooth Speaker - Black,,"UGX 1,950,000",,5.0,1.0,https://www.jumia.ug/partybox-on-the-go-bluetooth-speaker-black-jbl-mpg85166.html,bluetooth speaker
"Geepas Rechargeable Party Speaker Bluetooth,TWS Function and FM Radio Lightweight and Portable Design, With Color Control LED Light Multiple Mode Selections and Menu Function-Black","UGX 550,000","UGX 492,000",11%,,,https://www.jumia.ug/geepas-rechargeable-party-speaker-bluetoothtws-function-and-fm-radio-lightweight-and-portable-design-with-color-control-led-light-multiple-mode-selections-and-menu-function-black-115747288.html,bluetooth speaker
Jbl Flip 6 Portable Waterproof Bluetooth Speaker - Black,"UGX 760,000","UGX 459,700",40%,,,https://www.jumia.ug/jbl-flip-6-portable-waterproof-bluetooth-speaker-black-32908846.html,bluetooth speaker
Large Bluetooth Speaker With 15 Hours Play Time And Torch/Color V*ries-Black,"UGX 105,000","UGX 100,000",5%,5.0,1.0,https://www.jumia.ug/generic-large-bluetooth-speaker-with-15-hours-play-time-and-torchcolor-vries-black-34036430.html,bluetooth speaker
Powerful Wireless Speaker Designed With Phone Stand-Multicolour,"UGX 100,000","UGX 59,900",40%,4.0,1.0,https://www.jumia.ug/generic-powerful-wireless-speaker-designed-with-phone-stand-multicolour-22821040.html,bluetooth speaker
Jbl Partybox 320 Portable Bluetooth 240W Party Speaker -  Black,"UGX 3,000,000","UGX 2,300,000",23%,,,https://www.jumia.ug/jbl-partybox-320-portable-bluetooth-240w-party-speaker-black-217243275.html,bluetooth speaker
Rechargeable Bluetooth Speaker With Extra Bass And Radio Plus Solar Panel-Black/Red,"UGX 75,000","UGX 65,000",13%,5.0,1.0,https://www.jumia.ug/generic-rechargeable-bluetooth-speaker-with-extra-bass-and-radio-plus-solar-panel-blackred-99076502.html,bluetooth speaker
